data,produto,regiao,quantidade,preco_unitario,faturamento
2024-04-06,Placa de Vídeo,Sudeste,7,1778.13,12446.91
2024-04-06,SSD,Nordeste,2,467.68,935.35
2024-04-06,Mouse,Sul,7,110.06,770.45
2024-04-06,SSD,Nordeste,8,479.17,3833.38
2024-04-06,Placa de Vídeo,Norte,7,1669.93,11689.51
2024-04-06,Placa de Vídeo,Nordeste,9,1640.47,14764.21
2024-04-06,SSD,Centro-Oeste,4,441.96,1767.83
2024-04-07,Placa de Vídeo,Nordeste,7,1699.23,11894.62
2024-04-07,Mouse,Nordeste,7,119.98,839.88
2024-04-07,SSD,Sudeste,8,553.44,4427.54
2024-04-07,SSD,Norte,3,449.68,1349.03
2024-04-07,Placa de Vídeo,Centro-Oeste,7,2044.12,14308.86
2024-04-07,Placa de Vídeo,Norte,8,1843.71,14749.7
2024-04-07,Mouse,Sul,8,137.34,1098.71
2024-04-07,Mouse,Centro-Oeste,4,135.78,543.13
2024-04-07,SSD,Centro-Oeste,2,430.01,860.01
2024-04-07,SSD,Centro-Oeste,2,418.82,837.64
2024-04-07,SSD,Norte,6,473.94,2843.65
2024-04-07,Placa de Vídeo,Centro-Oeste,3,1734.58,5203.75
2024-04-07,Placa de Vídeo,Norte,3,1683.59,5050.78
2024-04-07,Mouse,Norte,5,114.63,573.15
2024-04-08,SSD,Norte,1,385.35,385.35
2024-04-08,Placa de Vídeo,Nordeste,3,1582.74,4748.23
2024-04-08,Mouse,Centro-Oeste,5,64.55,322.75
2024-04-08,Mouse,Centro-Oeste,3,121.13,363.39
2024-04-08,Placa de Vídeo,Nordeste,3,1810.45,5431.35
2024-04-08,SSD,Norte,6,433.9,2603.37
2024-04-08,SSD,Sul,1,423.51,423.51
2024-04-08,Mouse,Norte,4,121.89,487.56
2024-04-09,Placa de Vídeo,Centro-Oeste,1,1849.89,1849.89
2024-04-09,Mouse,Sudeste,5,114.87,574.34
2024-04-09,Mouse,Norte,5,121.77,608.87
2024-04-09,SSD,Nordeste,5,422.26,2111.29
2024-04-09,Mouse,Sudeste,3,103.11,309.32
2024-04-09,SSD,Centro-Oeste,5,390.51,1952.53
2024-04-09,Mouse,Centro-Oeste,9,131.78,1186.0
2024-04-09,SSD,Sudeste,2,378.89,757.79
2024-04-10,Placa de Vídeo,Sul,3,1929.05,5787.14
2024-04-10,SSD,Sul,4,452.21,1808.83
2024-04-10,Mouse,Centro-Oeste,4,144.24,576.95
2024-04-10,SSD,Sul,9,427.48,3847.34
2024-04-10,SSD,Norte,4,470.6,1882.41
2024-04-10,SSD,Centro-Oeste,7,424.05,2968.35
2024-04-10,SSD,Sul,5,488.68,2443.39
2024-04-10,SSD,Norte,4,514.07,2056.27
2024-04-10,SSD,Nordeste,4,389.53,1558.11
2024-04-10,Placa de Vídeo,Sul,2,1853.5,3706.99
2024-04-11,SSD,Norte,4,483.27,1933.09
2024-04-11,Mouse,Sul,2,126.72,253.44
2024-04-11,Placa de Vídeo,Nordeste,3,1940.45,5821.36
2024-04-11,SSD,Nordeste,5,516.54,2582.68
2024-04-11,SSD,Sudeste,2,464.74,929.47
2024-04-11,SSD,Norte,5,387.55,1937.76
2024-04-12,Placa de Vídeo,Sudeste,6,1528.29,9169.76
2024-04-12,SSD,Nordeste,8,478.01,3824.07
2024-04-12,Placa de Vídeo,Sudeste,5,1810.8,9054.01
2024-04-12,Mouse,Norte,5,93.93,469.63
2024-04-12,SSD,Norte,3,434.68,1304.03
2024-04-12,SSD,Sul,5,446.01,2230.05
2024-04-12,Mouse,Sudeste,4,115.65,462.6
2024-04-12,SSD,Centro-Oeste,13,337.41,4386.35
2024-04-12,Mouse,Centro-Oeste,7,127.96,895.71
2024-04-12,Placa de Vídeo,Nordeste,2,1648.46,3296.92
2024-04-12,Mouse,Sul,6,127.26,763.54
2024-04-12,SSD,Sudeste,5,404.68,2023.39
2024-04-12,SSD,Norte,2,410.12,820.25
2024-04-13,SSD,Norte,3,412.69,1238.06
2024-04-13,SSD,Sul,3,463.45,1390.35
2024-04-13,Mouse,Sul,8,108.94,871.56
2024-04-13,SSD,Sudeste,6,446.68,2680.06
2024-04-13,SSD,Norte,2,475.96,951.91
2024-04-13,SSD,Nordeste,4,467.34,1869.35
2024-04-13,SSD,Centro-Oeste,7,369.78,2588.44
2024-04-13,Mouse,Nordeste,1,108.38,108.38
2024-04-13,SSD,Norte,1,504.72,504.72
2024-04-14,SSD,Centro-Oeste,4,484.54,1938.15
2024-04-14,SSD,Centro-Oeste,6,449.38,2696.26
2024-04-14,Mouse,Nordeste,4,135.32,541.3
2024-04-14,Placa de Vídeo,Sudeste,3,1943.64,5830.91
2024-04-14,Mouse,Centro-Oeste,1,125.33,125.33
2024-04-14,SSD,Norte,7,377.63,2643.41
2024-04-14,SSD,Sudeste,3,387.59,1162.77
2024-04-14,Placa de Vídeo,Sul,5,2008.21,10041.04
2024-04-14,Placa de Vídeo,Centro-Oeste,6,1774.6,10647.59
2024-04-14,Mouse,Nordeste,6,134.12,804.69
2024-04-15,Mouse,Sudeste,9,135.89,1223.04
2024-04-15,SSD,Norte,7,427.79,2994.52
2024-04-15,SSD,Nordeste,4,483.83,1935.34
2024-04-15,Mouse,Sul,4,114.87,459.47
2024-04-15,Placa de Vídeo,Sudeste,4,1938.87,7755.47
2024-04-15,Mouse,Sudeste,4,122.14,488.54
2024-04-15,Placa de Vídeo,Sul,8,1612.5,12899.99
2024-04-15,Mouse,Sul,5,137.7,688.5
2024-04-15,Mouse,Sul,3,115.73,347.18
2024-04-15,Placa de Vídeo,Sul,2,1743.27,3486.55
2024-04-16,Mouse,Norte,5,97.21,486.07
2024-04-16,Placa de Vídeo,Centro-Oeste,3,1941.35,5824.06
2024-04-16,Placa de Vídeo,Norte,4,1713.39,6853.55
2024-04-16,Mouse,Norte,5,127.61,638.05
2024-04-16,SSD,Nordeste,6,425.77,2554.61
2024-04-16,SSD,Sudeste,10,441.78,4417.8
2024-04-16,Mouse,Nordeste,3,116.94,350.83
2024-04-17,SSD,Norte,2,450.9,901.8
2024-04-17,SSD,Norte,3,358.9,1076.69
2024-04-17,SSD,Nordeste,5,465.92,2329.61
2024-04-17,Placa de Vídeo,Nordeste,3,1965.27,5895.82
2024-04-17,Placa de Vídeo,Sudeste,5,1665.63,8328.15
2024-04-17,SSD,Norte,4,484.16,1936.64
2024-04-18,SSD,Nordeste,2,515.39,1030.77
2024-04-18,Placa de Vídeo,Centro-Oeste,2,1899.7,3799.4
2024-04-18,Placa de Vídeo,Sudeste,6,1860.99,11165.93
2024-04-18,SSD,Norte,7,448.4,3138.82
2024-04-18,SSD,Centro-Oeste,2,502.55,1005.1
2024-04-18,Placa de Vídeo,Sudeste,3,1798.45,5395.36
2024-04-18,Placa de Vídeo,Nordeste,4,1764.16,7056.64
2024-04-18,SSD,Norte,3,401.0,1203.0
2024-04-19,SSD,Norte,2,447.76,895.52
2024-04-19,Placa de Vídeo,Sudeste,7,1644.21,11509.44
2024-04-19,Placa de Vídeo,Centro-Oeste,6,1724.45,10346.7
2024-04-19,SSD,Nordeste,10,445.92,4459.21
2024-04-19,SSD,Sudeste,6,437.17,2623.02
2024-04-19,Placa de Vídeo,Sudeste,8,1704.55,13636.43
2024-04-19,SSD,Sul,5,478.48,2392.39
2024-04-19,SSD,Centro-Oeste,3,411.24,1233.71
2024-04-19,Placa de Vídeo,Sul,2,1795.56,3591.11
2024-04-19,Placa de Vídeo,Nordeste,5,1854.59,9272.93
2024-04-19,Mouse,Nordeste,9,100.32,902.89
2024-04-19,Placa de Vídeo,Sul,3,1755.64,5266.92
2024-04-19,Placa de Vídeo,Centro-Oeste,4,1819.68,7278.73
2024-04-20,Mouse,Sul,5,110.25,551.25
2024-04-20,Mouse,Nordeste,3,144.12,432.35
2024-04-20,Placa de Vídeo,Centro-Oeste,9,1890.25,17012.28
2024-04-20,Mouse,Nordeste,9,109.1,981.89
2024-04-20,SSD,Norte,5,414.9,2074.48
2024-04-20,Mouse,Sudeste,8,122.48,979.83
2024-04-20,Placa de Vídeo,Sul,1,1801.25,1801.25
2024-04-20,SSD,Sudeste,5,449.42,2247.1
2024-04-20,Mouse,Centro-Oeste,6,111.57,669.43
2024-04-21,Placa de Vídeo,Sudeste,6,1881.0,11286.02
2024-04-21,Mouse,Nordeste,5,109.13,545.64
2024-04-21,Placa de Vídeo,Centro-Oeste,6,1770.96,10625.74
2024-04-21,SSD,Sul,2,467.77,935.53
2024-04-21,Placa de Vídeo,Sul,3,1907.3,5721.91
2024-04-21,Placa de Vídeo,Norte,7,1821.86,12753.03
2024-04-21,Placa de Vídeo,Nordeste,3,1814.43,5443.29
2024-04-21,Placa de Vídeo,Sudeste,8,1616.63,12933.04
2024-04-21,Placa de Vídeo,Norte,7,1863.09,13041.65
2024-04-21,SSD,Sudeste,3,480.67,1442.02
2024-04-21,Placa de Vídeo,Centro-Oeste,3,1790.83,5372.49
2024-04-21,Placa de Vídeo,Centro-Oeste,1,1797.53,1797.53
2024-04-21,SSD,Norte,8,461.19,3689.52
2024-04-22,Placa de Vídeo,Sudeste,5,1898.61,9493.04
2024-04-22,Placa de Vídeo,Centro-Oeste,7,1693.5,11854.47
2024-04-22,SSD,Sudeste,7,441.53,3090.72
2024-04-22,SSD,Norte,8,402.08,3216.67
2024-04-22,SSD,Nordeste,7,464.82,3253.73
2024-04-22,Placa de Vídeo,Sul,5,1859.98,9299.88
2024-04-23,SSD,Centro-Oeste,7,454.47,3181.28
2024-04-23,Mouse,Centro-Oeste,4,116.07,464.29
2024-04-23,Mouse,Sudeste,3,158.04,474.13
2024-04-23,Mouse,Sul,8,128.82,1030.57
2024-04-23,Mouse,Norte,4,95.45,381.8
2024-04-23,Mouse,Nordeste,6,115.53,693.15
2024-04-23,Placa de Vídeo,Sudeste,4,1713.49,6853.95
2024-04-23,Placa de Vídeo,Norte,7,1955.38,13687.68
2024-04-23,Placa de Vídeo,Centro-Oeste,4,1883.16,7532.65
2024-04-23,Mouse,Sudeste,3,134.11,402.34
2024-04-23,Placa de Vídeo,Centro-Oeste,5,1877.19,9385.96
2024-04-23,SSD,Centro-Oeste,5,457.34,2286.69
2024-04-24,SSD,Norte,3,451.79,1355.38
2024-04-24,Placa de Vídeo,Sudeste,1,1831.26,1831.26
2024-04-24,Mouse,Nordeste,7,122.78,859.49
2024-04-24,SSD,Centro-Oeste,5,448.47,2242.36
2024-04-24,Mouse,Norte,9,104.06,936.58
2024-04-25,SSD,Centro-Oeste,8,392.34,3138.75
2024-04-25,SSD,Sul,3,432.35,1297.04
2024-04-25,Placa de Vídeo,Norte,3,1729.88,5189.65
2024-04-25,Mouse,Nordeste,5,111.42,557.09
2024-04-25,Placa de Vídeo,Sul,1,1834.26,1834.26
2024-04-25,Mouse,Norte,6,105.67,633.99
2024-04-25,SSD,Sudeste,12,470.44,5645.28
2024-04-25,Mouse,Sudeste,4,118.8,475.18
2024-04-26,SSD,Sudeste,9,425.27,3827.39
2024-04-26,SSD,Norte,5,418.2,2091.02
2024-04-26,SSD,Nordeste,4,444.11,1776.42
2024-04-26,Mouse,Centro-Oeste,6,119.45,716.68
2024-04-26,Mouse,Sudeste,8,111.24,889.88
2024-04-26,Mouse,Norte,8,113.21,905.68
2024-04-26,Mouse,Nordeste,8,122.59,980.68
2024-04-26,Mouse,Sul,6,129.04,774.23
2024-04-26,SSD,Sudeste,5,443.94,2219.72
2024-04-26,SSD,Norte,4,460.55,1842.2
2024-04-26,Mouse,Sudeste,9,111.62,1004.56
2024-04-26,SSD,Nordeste,7,442.95,3100.68
2024-04-27,Mouse,Sul,5,143.63,718.14
2024-04-27,Mouse,Sul,5,116.22,581.08
2024-04-27,Mouse,Sudeste,9,116.75,1050.72
2024-04-27,SSD,Centro-Oeste,4,538.26,2153.04
2024-04-27,Placa de Vídeo,Sudeste,3,1807.96,5423.89
2024-04-27,Placa de Vídeo,Sul,5,1862.29,9311.47
2024-04-27,SSD,Nordeste,5,475.66,2378.31
2024-04-28,Mouse,Sudeste,12,97.91,1174.94
2024-04-28,Placa de Vídeo,Nordeste,3,1710.5,5131.5
2024-04-28,Placa de Vídeo,Centro-Oeste,1,1636.43,1636.43
2024-04-28,SSD,Norte,2,439.23,878.47
2024-04-28,SSD,Nordeste,7,406.15,2843.06
2024-04-28,SSD,Sul,7,374.4,2620.77
2024-04-28,SSD,Sudeste,2,465.75,931.5
2024-04-28,Mouse,Norte,8,126.31,1010.46
2024-04-29,SSD,Centro-Oeste,5,480.94,2404.7
2024-04-29,SSD,Sul,9,487.62,4388.59
2024-04-29,Mouse,Nordeste,5,146.27,731.37
2024-04-29,Mouse,Norte,4,113.31,453.22
2024-04-29,SSD,Centro-Oeste,5,429.09,2145.45
2024-04-29,SSD,Nordeste,6,413.56,2481.36
2024-04-29,Mouse,Centro-Oeste,7,120.51,843.55
2024-04-29,Placa de Vídeo,Centro-Oeste,8,1870.5,14963.99
2024-04-29,SSD,Norte,6,400.38,2402.27
2024-04-29,SSD,Norte,5,446.66,2233.28
2024-04-29,Placa de Vídeo,Sul,7,1781.28,12468.96
2024-04-29,SSD,Nordeste,6,482.0,2891.98
2024-04-29,Placa de Vídeo,Centro-Oeste,6,1810.18,10861.07
2024-04-30,SSD,Centro-Oeste,9,462.25,4160.29
2024-04-30,Placa de Vídeo,Sul,6,1554.7,9328.2
2024-04-30,Placa de Vídeo,Sudeste,7,1623.07,11361.5
2024-04-30,SSD,Sudeste,3,482.68,1448.04
2024-04-30,Placa de Vídeo,Nordeste,6,1698.28,10189.67
2024-04-30,SSD,Sul,3,378.82,1136.47
2024-04-30,Mouse,Sudeste,4,112.0,448.02
2024-04-30,Placa de Vídeo,Centro-Oeste,4,1782.46,7129.85
2024-04-30,SSD,Nordeste,6,446.19,2677.13
2024-05-01,SSD,Sul,5,477.67,2388.34
2024-05-01,SSD,Nordeste,7,431.71,3021.99
2024-05-01,Placa de Vídeo,Norte,5,1762.13,8810.67
2024-05-01,Mouse,Sudeste,4,125.8,503.18
2024-05-01,SSD,Norte,6,416.08,2496.5
2024-05-01,Placa de Vídeo,Nordeste,1,1712.26,1712.26
2024-05-02,Mouse,Sudeste,8,90.34,722.75
2024-05-02,SSD,Norte,5,447.41,2237.03
2024-05-02,SSD,Sudeste,4,478.73,1914.92
2024-05-02,SSD,Nordeste,9,350.24,3152.16
2024-05-02,SSD,Sudeste,5,439.6,2198.01
2024-05-02,Placa de Vídeo,Nordeste,2,1696.79,3393.59
2024-05-02,Placa de Vídeo,Sul,6,1894.29,11365.76
2024-05-02,Mouse,Sudeste,8,122.72,981.75
2024-05-03,Placa de Vídeo,Nordeste,3,1854.81,5564.42
2024-05-03,Mouse,Nordeste,11,121.94,1341.35
2024-05-03,Mouse,Norte,5,109.51,547.53
2024-05-03,Mouse,Sudeste,5,116.86,584.3
2024-05-03,Placa de Vídeo,Sudeste,7,1761.58,12331.07
2024-05-03,Mouse,Nordeste,6,108.57,651.41
2024-05-03,Placa de Vídeo,Centro-Oeste,3,1650.28,4950.83
2024-05-03,Mouse,Sul,5,130.9,654.49
2024-05-03,Placa de Vídeo,Nordeste,3,1843.85,5531.54
2024-05-03,Placa de Vídeo,Norte,4,1792.6,7170.41
2024-05-04,SSD,Sudeste,4,470.37,1881.49
2024-05-04,Mouse,Sudeste,7,110.76,775.31
2024-05-04,SSD,Centro-Oeste,9,432.27,3890.41
2024-05-04,SSD,Centro-Oeste,3,400.45,1201.34
2024-05-04,Placa de Vídeo,Sul,2,1877.52,3755.03
2024-05-04,SSD,Nordeste,5,424.66,2123.31
2024-05-05,SSD,Nordeste,7,442.1,3094.72
2024-05-05,Mouse,Centro-Oeste,7,115.34,807.39
2024-05-05,Placa de Vídeo,Nordeste,10,1959.2,19592.02
2024-05-05,Mouse,Centro-Oeste,7,111.18,778.29
2024-05-05,SSD,Centro-Oeste,3,388.16,1164.49
2024-05-05,Mouse,Norte,4,112.72,450.87
2024-05-05,SSD,Norte,3,440.69,1322.06
2024-05-05,Placa de Vídeo,Norte,6,1872.73,11236.4
2024-05-05,Mouse,Sudeste,8,123.61,988.88
2024-05-05,Placa de Vídeo,Centro-Oeste,5,1764.67,8823.35
2024-05-05,Mouse,Nordeste,8,78.54,628.35
2024-05-05,Mouse,Centro-Oeste,5,144.29,721.43
2024-05-05,SSD,Sul,4,420.61,1682.45
2024-05-05,Mouse,Sudeste,3,134.34,403.02
2024-05-06,SSD,Sul,4,365.41,1461.65
2024-05-06,SSD,Norte,5,433.04,2165.22
2024-05-06,Mouse,Sudeste,3,126.0,378.01
2024-05-06,Mouse,Centro-Oeste,9,89.79,808.1
2024-05-06,SSD,Nordeste,4,460.61,1842.43
2024-05-06,SSD,Sul,6,424.04,2544.24
2024-05-06,Mouse,Sul,4,125.62,502.49
2024-05-06,Placa de Vídeo,Centro-Oeste,1,1823.83,1823.83
2024-05-06,Mouse,Norte,6,113.69,682.12
2024-05-07,Placa de Vídeo,Sudeste,6,1643.96,9863.75
2024-05-07,SSD,Nordeste,3,448.38,1345.14
2024-05-07,SSD,Sul,4,430.34,1721.34
2024-05-07,SSD,Sul,3,456.28,1368.83
2024-05-07,Mouse,Nordeste,8,133.42,1067.39
2024-05-07,Placa de Vídeo,Centro-Oeste,2,1681.01,3362.02
2024-05-07,Placa de Vídeo,Sudeste,3,1876.94,5630.83
2024-05-07,Mouse,Sudeste,5,122.13,610.64
2024-05-07,Mouse,Norte,2,111.74,223.48
2024-05-07,SSD,Sul,3,417.44,1252.32
2024-05-07,Placa de Vídeo,Sul,2,1767.67,3535.35
2024-05-07,Placa de Vídeo,Norte,8,1862.69,14901.5
2024-05-08,Placa de Vídeo,Sudeste,2,1795.12,3590.25
2024-05-08,Mouse,Nordeste,9,133.16,1198.41
2024-05-08,Mouse,Nordeste,7,103.41,723.9
2024-05-08,Placa de Vídeo,Nordeste,2,1831.35,3662.71
2024-05-08,SSD,Centro-Oeste,7,433.43,3033.99
2024-05-08,Mouse,Sudeste,7,115.39,807.74
2024-05-08,SSD,Nordeste,7,504.76,3533.35
2024-05-08,SSD,Norte,5,501.73,2508.66
2024-05-08,SSD,Sudeste,7,470.14,3290.99
2024-05-09,SSD,Sul,6,425.59,2553.54
2024-05-09,SSD,Sudeste,5,460.39,2301.96
2024-05-09,SSD,Sul,8,448.83,3590.61
2024-05-09,SSD,Nordeste,2,465.81,931.62
2024-05-09,Mouse,Norte,7,106.24,743.71
2024-05-09,SSD,Sul,7,411.63,2881.4
2024-05-09,Mouse,Centro-Oeste,8,106.55,852.41
2024-05-09,SSD,Centro-Oeste,8,472.94,3783.5
2024-05-09,Mouse,Nordeste,9,97.2,874.83
2024-05-09,Mouse,Nordeste,10,102.36,1023.59
2024-05-09,Placa de Vídeo,Sul,2,1762.8,3525.61
2024-05-09,Mouse,Norte,9,135.93,1223.39
2024-05-09,SSD,Nordeste,7,437.06,3059.42
2024-05-10,Mouse,Norte,3,90.0,269.99
2024-05-10,Placa de Vídeo,Nordeste,1,1789.46,1789.46
2024-05-10,SSD,Norte,4,453.69,1814.74
2024-05-10,Mouse,Centro-Oeste,3,140.76,422.28
2024-05-10,SSD,Norte,4,505.91,2023.66
2024-05-10,Mouse,Sul,7,137.87,965.07
2024-05-10,SSD,Nordeste,3,430.77,1292.31
2024-05-10,SSD,Centro-Oeste,3,498.0,1494.0
2024-05-10,Mouse,Sudeste,6,103.94,623.61
2024-05-11,SSD,Sudeste,2,491.37,982.74
2024-05-11,SSD,Norte,7,467.48,3272.36
2024-05-11,SSD,Sudeste,1,482.05,482.05
2024-05-11,Mouse,Sudeste,5,120.28,601.42
2024-05-11,Mouse,Centro-Oeste,9,84.03,756.27
2024-05-12,Mouse,Nordeste,3,124.3,372.89
2024-05-12,SSD,Sul,4,442.46,1769.82
2024-05-12,Mouse,Sudeste,6,114.45,686.72
2024-05-12,Placa de Vídeo,Nordeste,3,1823.57,5470.7
2024-05-12,SSD,Sudeste,8,412.37,3298.98
2024-05-13,Placa de Vídeo,Sul,2,1758.69,3517.38
2024-05-13,SSD,Sudeste,1,482.4,482.4
2024-05-13,Mouse,Norte,3,131.8,395.4
2024-05-13,Mouse,Centro-Oeste,11,144.68,1591.49
2024-05-13,Placa de Vídeo,Sudeste,3,1723.35,5170.06
2024-05-13,SSD,Norte,8,431.02,3448.16
2024-05-13,SSD,Nordeste,2,396.4,792.8
2024-05-13,Placa de Vídeo,Norte,1,1773.32,1773.32
2024-05-13,SSD,Norte,10,462.92,4629.22
2024-05-13,Mouse,Nordeste,4,136.17,544.69
2024-05-13,SSD,Norte,3,446.55,1339.65
2024-05-13,Placa de Vídeo,Centro-Oeste,5,1760.29,8801.46
2024-05-13,Placa de Vídeo,Centro-Oeste,5,1954.44,9772.18
2024-05-14,Placa de Vídeo,Sudeste,7,1780.49,12463.46
2024-05-14,SSD,Sul,8,508.62,4068.98
2024-05-14,Mouse,Norte,6,125.71,754.27
2024-05-14,Mouse,Norte,10,143.19,1431.85
2024-05-14,Placa de Vídeo,Nordeste,4,1767.69,7070.77
2024-05-14,Placa de Vídeo,Nordeste,8,1933.56,15468.46
2024-05-14,Mouse,Norte,6,114.34,686.03
2024-05-14,Mouse,Nordeste,8,117.33,938.64
2024-05-14,Placa de Vídeo,Nordeste,4,1863.69,7454.76
2024-05-14,Mouse,Sul,10,112.87,1128.73
2024-05-14,Mouse,Sudeste,6,106.6,639.61
2024-05-15,Mouse,Sudeste,2,119.49,238.97
2024-05-15,Mouse,Nordeste,10,126.86,1268.63
2024-05-15,Placa de Vídeo,Sudeste,6,1888.79,11332.75
2024-05-15,Placa de Vídeo,Centro-Oeste,1,1624.18,1624.18
2024-05-15,SSD,Norte,4,439.96,1759.82
2024-05-15,Placa de Vídeo,Nordeste,2,1837.89,3675.78
2024-05-15,Placa de Vídeo,Sudeste,10,1783.36,17833.55
2024-05-15,SSD,Nordeste,5,498.66,2493.29
2024-05-15,SSD,Nordeste,4,409.5,1637.99
2024-05-15,Placa de Vídeo,Nordeste,5,1858.38,9291.92
2024-05-15,Mouse,Nordeste,7,113.47,794.3
2024-05-15,Mouse,Nordeste,2,99.09,198.18
2024-05-16,SSD,Sul,1,430.52,430.52
2024-05-16,SSD,Nordeste,5,433.81,2169.06
2024-05-16,SSD,Sul,4,370.92,1483.66
2024-05-16,Placa de Vídeo,Nordeste,4,1886.91,7547.65
2024-05-16,Placa de Vídeo,Nordeste,3,1656.04,4968.12
2024-05-16,Mouse,Norte,12,117.43,1409.14
2024-05-16,SSD,Nordeste,5,411.39,2056.93
2024-05-17,Placa de Vídeo,Norte,6,1663.51,9981.07
2024-05-17,Placa de Vídeo,Norte,5,1836.65,9183.23
2024-05-17,SSD,Norte,5,478.96,2394.82
2024-05-17,SSD,Sudeste,2,484.1,968.21
2024-05-17,SSD,Sul,1,468.33,468.33
2024-05-17,SSD,Sudeste,5,499.58,2497.88
2024-05-17,Placa de Vídeo,Sul,3,1768.98,5306.93
2024-05-17,Mouse,Norte,5,111.74,558.7
2024-05-18,SSD,Centro-Oeste,12,447.16,5365.96
2024-05-18,SSD,Nordeste,6,498.11,2988.67
2024-05-18,Placa de Vídeo,Sul,4,1706.43,6825.72
2024-05-18,Mouse,Sul,8,118.83,950.65
2024-05-18,Mouse,Sudeste,4,107.62,430.47
2024-05-18,Mouse,Nordeste,12,125.88,1510.53
2024-05-18,Mouse,Centro-Oeste,5,128.88,644.38
2024-05-18,Mouse,Sul,8,137.43,1099.41
2024-05-18,Placa de Vídeo,Nordeste,6,1777.29,10663.74
2024-05-18,Mouse,Norte,9,133.79,1204.13
2024-05-19,Mouse,Norte,6,115.56,693.35
2024-05-19,SSD,Centro-Oeste,4,449.08,1796.31
2024-05-19,Placa de Vídeo,Sudeste,5,1890.7,9453.51
2024-05-19,Mouse,Nordeste,3,127.75,383.25
2024-05-19,Placa de Vídeo,Sudeste,3,1892.3,5676.91
2024-05-19,Mouse,Sudeste,5,126.09,630.46
2024-05-19,SSD,Sudeste,3,431.69,1295.08
2024-05-19,SSD,Sul,6,491.87,2951.21
2024-05-19,Mouse,Sul,10,61.16,611.64
2024-05-19,Placa de Vídeo,Norte,3,2018.56,6055.67
2024-05-19,SSD,Nordeste,7,470.88,3296.17
2024-05-20,SSD,Sul,9,468.35,4215.15
2024-05-20,Placa de Vídeo,Norte,6,1987.96,11927.75
2024-05-20,Placa de Vídeo,Sudeste,2,1803.25,3606.49
2024-05-20,SSD,Centro-Oeste,3,406.28,1218.83
2024-05-20,SSD,Centro-Oeste,4,427.08,1708.32
2024-05-20,Placa de Vídeo,Norte,6,1891.03,11346.15
2024-05-21,SSD,Nordeste,4,466.15,1864.61
2024-05-21,SSD,Sudeste,2,436.6,873.19
2024-05-21,SSD,Nordeste,4,430.67,1722.69
2024-05-21,SSD,Centro-Oeste,6,397.68,2386.09
2024-05-21,Placa de Vídeo,Sudeste,6,1811.56,10869.36
2024-05-21,SSD,Nordeste,5,448.81,2244.05
2024-05-21,Mouse,Nordeste,9,115.51,1039.62
2024-05-21,SSD,Norte,4,470.84,1883.37
2024-05-22,SSD,Centro-Oeste,6,421.68,2530.09
2024-05-22,Placa de Vídeo,Norte,7,1717.85,12024.94
2024-05-22,SSD,Sul,4,440.75,1763.01
2024-05-22,Mouse,Sul,5,132.2,661.02
2024-05-22,SSD,Sudeste,6,456.56,2739.36
2024-05-22,Mouse,Sudeste,5,123.98,619.9
2024-05-22,Mouse,Centro-Oeste,8,113.12,904.93
2024-05-22,Placa de Vídeo,Sul,10,2012.77,20127.67
2024-05-22,Placa de Vídeo,Sul,2,2047.11,4094.22
2024-05-23,SSD,Centro-Oeste,4,429.12,1716.47
2024-05-23,SSD,Sudeste,4,494.5,1978.01
2024-05-23,SSD,Sudeste,4,480.06,1920.26
2024-05-23,Placa de Vídeo,Nordeste,5,1801.0,9005.02
2024-05-23,Mouse,Norte,6,132.16,792.95
2024-05-23,Mouse,Sudeste,9,107.64,968.75
2024-05-23,Placa de Vídeo,Centro-Oeste,5,1901.46,9507.29
2024-05-23,Placa de Vídeo,Norte,4,1796.34,7185.36
2024-05-24,SSD,Nordeste,3,404.8,1214.39
2024-05-24,SSD,Norte,3,454.94,1364.82
2024-05-24,Mouse,Sul,9,116.75,1050.74
2024-05-24,Placa de Vídeo,Centro-Oeste,2,1962.08,3924.17
2024-05-24,Placa de Vídeo,Norte,4,1848.54,7394.17
2024-05-24,SSD,Centro-Oeste,2,438.38,876.76
2024-05-25,Mouse,Norte,5,118.82,594.08
2024-05-25,SSD,Norte,5,383.03,1915.16
2024-05-25,SSD,Nordeste,4,430.02,1720.08
2024-05-25,Placa de Vídeo,Norte,2,1759.99,3519.98
2024-05-25,Mouse,Nordeste,7,111.25,778.77
2024-05-25,Placa de Vídeo,Nordeste,3,1730.35,5191.06
2024-05-25,Mouse,Nordeste,6,147.96,887.78
2024-05-25,Placa de Vídeo,Norte,3,1796.91,5390.72
2024-05-25,Placa de Vídeo,Centro-Oeste,3,1812.05,5436.16
2024-05-26,SSD,Sudeste,6,407.91,2447.44
2024-05-26,Placa de Vídeo,Sudeste,6,1752.45,10514.68
2024-05-26,SSD,Centro-Oeste,6,388.34,2330.05
2024-05-26,SSD,Sudeste,7,453.73,3176.14
2024-05-26,SSD,Nordeste,5,475.6,2378.01
2024-05-26,SSD,Sudeste,6,464.26,2785.54
2024-05-26,Placa de Vídeo,Sudeste,3,1823.36,5470.08
2024-05-26,SSD,Centro-Oeste,5,534.67,2673.36
2024-05-26,Mouse,Norte,7,121.93,853.49
2024-05-26,Mouse,Nordeste,9,122.65,1103.81
2024-05-27,Mouse,Sul,5,123.69,618.45
2024-05-27,SSD,Centro-Oeste,6,462.89,2777.36
2024-05-27,SSD,Nordeste,3,434.19,1302.57
